DEPARTMENT | OVERDUE
PWE Public Works Engineering | -37.51
PWE Public Works Engineering | -39.11
SWM Solid Waste Management | -5.02
SWM Solid Waste Management | -3.51
PWE Public Works Engineering | -177.51
PWE Public Works Engineering | -14.97
PWE Public Works Engineering | -11.51
PWE Public Works Engineering | -58.27
PWE Public Works Engineering | -7.98
PWE Public Works Engineering | -8.01
NS Neighborhood Services | -27.51
PWE Public Works Engineering | -34.92
PWE Public Works Engineering | -7.51
SWM Solid Waste Management | -5.97
PWE Public Works Engineering | -17.51
PWE Public Works Engineering | -11.52
PWE Public Works Engineering | -177.52
PWE Public Works Engineering | -11.52
PWE Public Works Engineering | -1.87
SWM Solid Waste Management | -7.52
SWM Solid Waste Management | -4.52
PWE Public Works Engineering | -57.52
PWE Public Works Engineering | -5.52
PWE Public Works Engineering | -14.00
PWE Public Works Engineering | -57.52
PWE Public Works Engineering | -2.94
SWM Solid Waste Management | -7.96
PWE Public Works Engineering | -13.33
NS Neighborhood Services | -177.52
SWM Solid Waste Management | -7.96
PWE Public Works Engineering | -177.52
PWE Public Works Engineering | -17.52
SWM Solid Waste Management | -18.52
SWM Solid Waste Management | -3.52
SWM Solid Waste Management | -8.92
PWE Public Works Engineering | -21.00
PWE Public Works Engineering | -7.99
PWE Public Works Engineering | -17.52
SWM Solid Waste Management | -5.02
PWE Public Works Engineering | -27.52
OIG Office of Inspector General | -3.52
SWM Solid Waste Management | -27.52
SWM Solid Waste Management | -7.95
PWE Public Works Engineering | -19.25
PR Parks and Recreation | -12.12
PWE Public Works Engineering | -20.98
PWE Public Works Engineering | -0.06
PWE Public Works Engineering | -13.15
PWE Public Works Engineering | -178.15
SWM Solid Waste Management | -9.99
PWE Public Works Engineering | -37.53
SWM Solid Waste Management | -7.53
PWE Public Works Engineering | -177.53
SWM Solid Waste Management | -7.53
PWE Public Works Engineering | 0.47
SWM Solid Waste Management | -19.97
SWM Solid Waste Management | -7.53
PWE Public Works Engineering | -0.13
NS Neighborhood Services | -177.53
PWE Public Works Engineering | -11.53
SWM Solid Waste Management | -17.53
NS Neighborhood Services | -27.53
PWE Public Works Engineering | -0.08
PWE Public Works Engineering | -88.97
PWE Public Works Engineering | -37.88
PWE Public Works Engineering | -177.53
PWE Public Works Engineering | -2.97
PWE Public Works Engineering | 0.21
SWM Solid Waste Management | -9.09
SWM Solid Waste Management | -4.53
SWM Solid Waste Management | -11.53
PWE Public Works Engineering | -13.09
PWE Public Works Engineering | -11.54
SWM Solid Waste Management | -4.54
SWM Solid Waste Management | -5.37
NS Neighborhood Services | -177.54
SWM Solid Waste Management | -3.54
SWM Solid Waste Management | -2.07
PWE Public Works Engineering | -13.92
PWE Public Works Engineering | -14.95
SWM Solid Waste Management | -9.99
SWM Solid Waste Management | -2.07
PWE Public Works Engineering | -17.54
SWM Solid Waste Management | -6.09
PR Parks and Recreation | -177.54
PWE Public Works Engineering | -2.54
SWM Solid Waste Management | -6.10
PWE Public Works Engineering | -6.52
PWE Public Works Engineering | -177.54
SWM Solid Waste Management | -5.01
PWE Public Works Engineering | -12.23
NS Neighborhood Services | -177.55
PWE Public Works Engineering | -0.10
NS Neighborhood Services | -177.55
SWM Solid Waste Management | -11.55
NS Neighborhood Services | -177.55
PWE Public Works Engineering | -6.47
NS Neighborhood Services | -177.55
NS Neighborhood Services | -27.55
SWM Solid Waste Management | -6.55
PWE Public Works Engineering | -39.14
PWE Public Works Engineering | -1.11
PWE Public Works Engineering | -13.22
SWM Solid Waste Management | -3.55
PM Parking Management | -12.55
NS Neighborhood Services | -27.55
PWE Public Works Engineering | -0.19
PWE Public Works Engineering | -20.99
NS Neighborhood Services | -27.55
SWM Solid Waste Management | -5.05
NS Neighborhood Services | -27.55
SWM Solid Waste Management | -7.55
NS Neighborhood Services | -27.55
PWE Public Works Engineering | -1.10
PWE Public Works Engineering | -13.17
NS Neighborhood Services | -27.56
SWM Solid Waste Management | -27.56
PWE Public Works Engineering | -14.94
PWE Public Works Engineering | -12.39
311 HelpLine | -2.94
NS Neighborhood Services | -177.56
SWM Solid Waste Management | -11.56
PWE Public Works Engineering | -28.08
PWE Public Works Engineering | -37.56
NS Neighborhood Services | -27.56
PWE Public Works Engineering | -17.56
PWE Public Works Engineering | -1.14
NS Neighborhood Services | -27.56
SWM Solid Waste Management | -5.41
NS Neighborhood Services | -27.56
PWE Public Works Engineering | -13.08
SWM Solid Waste Management | -2.09
311 HelpLine | -2.94
PM Parking Management | -12.56
NS Neighborhood Services | -177.56
311 HelpLine | -2.94
SWM Solid Waste Management | -7.56
SWM Solid Waste Management | -11.56
PWE Public Works Engineering | -27.56
PWE Public Works Engineering | -18.57
PWE Public Works Engineering | -34.97
SWM Solid Waste Management | -9.25
PM Parking Management | -12.57
SWM Solid Waste Management | -4.57
PWE Public Works Engineering | -14.91
PWE Public Works Engineering | -0.22
PWE Public Works Engineering | -7.57
PWE Public Works Engineering | -39.08
PWE Public Works Engineering | -37.57
SWM Solid Waste Management | -11.57
NS Neighborhood Services | -177.57
PWE Public Works Engineering | -20.25
PWE Public Works Engineering | -13.09
SWM Solid Waste Management | -11.57
NS Neighborhood Services | -177.57
PWE Public Works Engineering | -8.04
SWM Solid Waste Management | -27.57
PWE Public Works Engineering | -1.18
SWM Solid Waste Management | -7.57
NS Neighborhood Services | -177.57
SWM Solid Waste Management | -3.57
SWM Solid Waste Management | -7.10
SWM Solid Waste Management | -6.58
SWM Solid Waste Management | -7.58
PWE Public Works Engineering | -11.58
PWE Public Works Engineering | -11.58
PWE Public Works Engineering | -8.07
PWE Public Works Engineering | -177.58
SWM Solid Waste Management | -2.11
SWM Solid Waste Management | -11.58
PWE Public Works Engineering | -1.13
PWE Public Works Engineering | -39.92
PWE Public Works Engineering | -57.58
PWE Public Works Engineering | -7.58
SWM Solid Waste Management | -3.58
PWE Public Works Engineering | -2.96
PWE Public Works Engineering | -11.58
PWE Public Works Engineering | -1.13
NS Neighborhood Services | -177.58
PWE Public Works Engineering | -13.08
PWE Public Works Engineering | -0.20
SWM Solid Waste Management | -8.99
SWM Solid Waste Management | -3.58
PWE Public Works Engineering | -5.56
PWE Public Works Engineering | -39.26
SWM Solid Waste Management | -9.14
PWE Public Works Engineering | -14.93
PM Parking Management | -12.58
SWM Solid Waste Management | -2.12
PWE Public Works Engineering | -0.12
PWE Public Works Engineering | -17.59
SWM Solid Waste Management | -7.59
PWE Public Works Engineering | 0.07
SWM Solid Waste Management | -3.59
SWM Solid Waste Management | -4.59
PWE Public Works Engineering | -7.59
PWE Public Works Engineering | -0.19
PWE Public Works Engineering | -0.40
SWM Solid Waste Management | -9.26
PWE Public Works Engineering | -33.02
SWM Solid Waste Management | -7.59
PWE Public Works Engineering | -14.28
PWE Public Works Engineering | -18.59
PWE Public Works Engineering | -20.03
NS Neighborhood Services | -177.59
SWM Solid Waste Management | -2.12
SWM Solid Waste Management | -7.59
NS Neighborhood Services | -177.59
NS Neighborhood Services | -177.59
PWE Public Works Engineering | -11.59
SWM Solid Waste Management | -11.59
PWE Public Works Engineering | -0.18
SWM Solid Waste Management | -11.59
PWE Public Works Engineering | -13.93
PWE Public Works Engineering | -11.59
NS Neighborhood Services | -177.59
PWE Public Works Engineering | -13.20
SWM Solid Waste Management | -5.11
PWE Public Works Engineering | -57.59
NS Neighborhood Services | -177.59
SWM Solid Waste Management | -4.59
NS Neighborhood Services | -177.59
NS Neighborhood Services | -177.60
SWM Solid Waste Management | -8.03
SWM Solid Waste Management | -12.12
PWE Public Works Engineering | -1.25
SWM Solid Waste Management | -9.14
PWE Public Works Engineering | -11.60
PWE Public Works Engineering | -4.60
PWE Public Works Engineering | -1.41
PWE Public Works Engineering | -89.01
NS Neighborhood Services | -177.60
HLT Health | -57.60
PWE Public Works Engineering | -2.25
SWM Solid Waste Management | -11.60
NS Neighborhood Services | -177.60
SWM Solid Waste Management | -4.87
NS Neighborhood Services | -177.60
SWM Solid Waste Management | -5.10
NS Neighborhood Services | -27.61
PWE Public Works Engineering | -11.61
SWM Solid Waste Management | -4.75
NS Neighborhood Services | -27.61
PWE Public Works Engineering | -34.95
NS Neighborhood Services | -27.61
NS Neighborhood Services | -27.61
SWM Solid Waste Management | -6.25
NS Neighborhood Services | -27.61
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -7.61
PWE Public Works Engineering | -28.05
PWE Public Works Engineering | -14.96
PWE Public Works Engineering | -7.61
PWE Public Works Engineering | -6.80
PWE Public Works Engineering | -177.62
PWE Public Works Engineering | -6.03
PWE Public Works Engineering | -6.96
PWE Public Works Engineering | -14.94
NS Neighborhood Services | -177.62
PWE Public Works Engineering | -27.62
PWE Public Works Engineering | -11.62
PWE Public Works Engineering | -4.62
PWE Public Works Engineering | -27.62
PWE Public Works Engineering | -39.27
PWE Public Works Engineering | -0.20
PR Parks and Recreation | -177.62
PWE Public Works Engineering | -29.05
SWM Solid Waste Management | -9.16
PWE Public Works Engineering | -2.93
NS Neighborhood Services | -177.62
PWE Public Works Engineering | -7.62
PWE Public Works Engineering | -11.62
SWM Solid Waste Management | -7.62
PWE Public Works Engineering | -29.36
311 HelpLine | -2.70
PWE Public Works Engineering | -39.15
PWE Public Works Engineering | -39.33
PWE Public Works Engineering | -29.99
NS Neighborhood Services | -177.63
PWE Public Works Engineering | -27.63
PR Parks and Recreation | -177.63
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -2.85
SWM Solid Waste Management | -7.63
PWE Public Works Engineering | -14.94
SWM Solid Waste Management | -2.16
PWE Public Works Engineering | -2.92
PWE Public Works Engineering | -38.22
PWE Public Works Engineering | -1.87
SWM Solid Waste Management | -4.80
PWE Public Works Engineering | -29.88
PWE Public Works Engineering | -0.49
PWE Public Works Engineering | -20.36
SWM Solid Waste Management | -6.25
PWE Public Works Engineering | -13.34
SWM Solid Waste Management | -4.73
PWE Public Works Engineering | -11.64
PWE Public Works Engineering | -3.00
SWM Solid Waste Management | -6.25
PWE Public Works Engineering | -11.64
PWE Public Works Engineering | -18.64
PWE Public Works Engineering | -177.64
SWM Solid Waste Management | -11.64
NS Neighborhood Services | -177.64
PWE Public Works Engineering | -0.29
PWE Public Works Engineering | -1.19
NS Neighborhood Services | -27.65
PWE Public Works Engineering | -12.89
SWM Solid Waste Management | -2.18
SWM Solid Waste Management | -27.65
PWE Public Works Engineering | -5.76
311 HelpLine | 1.35
SWM Solid Waste Management | -4.77
PWE Public Works Engineering | -11.65
PWE Public Works Engineering | -2.22
PWE Public Works Engineering | -8.12
NS Neighborhood Services | -177.66
PM Parking Management | -11.66
SWM Solid Waste Management | -9.34
SWM Solid Waste Management | -19.41
NS Neighborhood Services | -177.66
PWE Public Works Engineering | -11.67
OIG Office of Inspector General | -3.67
SWM Solid Waste Management | -3.25
PWE Public Works Engineering | -2.38
SWM Solid Waste Management | -2.20
PWE Public Works Engineering | -8.17
SWM Solid Waste Management | -4.68
PWE Public Works Engineering | -13.21
SWM Solid Waste Management | -13.49
PWE Public Works Engineering | -34.24
PWE Public Works Engineering | -0.49
PWE Public Works Engineering | -8.14
SWM Solid Waste Management | -11.68
PWE Public Works Engineering | -0.20
PWE Public Works Engineering | -0.20
PWE Public Works Engineering | -6.11
PWE Public Works Engineering | -11.68
SWM Solid Waste Management | -4.71
PWE Public Works Engineering | -34.27
SWM Solid Waste Management | -6.25
PWE Public Works Engineering | -37.68
SWM Solid Waste Management | -6.25
SWM Solid Waste Management | -9.36
NS Neighborhood Services | -177.69
PWE Public Works Engineering | -4.69
SWM Solid Waste Management | -7.69
PWE Public Works Engineering | -0.51
PWE Public Works Engineering | -28.10
SWM Solid Waste Management | -5.07
SWM Solid Waste Management | -4.77
SWM Solid Waste Management | -28.41
SWM Solid Waste Management | -2.23
PWE Public Works Engineering | -1.27
PWE Public Works Engineering | -177.70
NS Neighborhood Services | -177.70
SWM Solid Waste Management | -7.71
PM Parking Management | -12.71
PWE Public Works Engineering | -4.71
PWE Public Works Engineering | -12.44
PWE Public Works Engineering | -7.71
NS Neighborhood Services | -177.71
SWM Solid Waste Management | -4.80
PWE Public Works Engineering | -14.46
PWE Public Works Engineering | -0.53
SWM Solid Waste Management | -27.72
NS Neighborhood Services | -177.72
311 HelpLine | -27.73
311 HelpLine | -2.80
311 HelpLine | -2.65
SWM Solid Waste Management | -3.25
PR Parks and Recreation | -19.57
PWE Public Works Engineering | -2.82
PWE Public Works Engineering | -4.87
PR Parks and Recreation | -17.74
SWM Solid Waste Management | -4.80
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -2.97
SWM Solid Waste Management | -3.25
Finance | -87.74
SWM Solid Waste Management | -3.25
PWE Public Works Engineering | -177.75
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -7.76
311 HelpLine | -2.68
PWE Public Works Engineering | -0.93
PWE Public Works Engineering | -11.77
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -30.00
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -30.00
SWM Solid Waste Management | -4.78
NS Neighborhood Services | -177.78
PWE Public Works Engineering | -12.42
311 HelpLine | -2.72
PWE Public Works Engineering | -177.81
SWM Solid Waste Management | -7.81
SWM Solid Waste Management | -7.81
PWE Public Works Engineering | -7.81
SWM Solid Waste Management | -6.28
PWE Public Works Engineering | -8.29
PWE Public Works Engineering | -14.58
PM Parking Management | -12.30
PWE Public Works Engineering | -14.46
PWE Public Works Engineering | -13.51
SWM Solid Waste Management | -11.84
PWE Public Works Engineering | -8.31
PWE Public Works Engineering | -6.84
PWE Public Works Engineering | -8.30
PWE Public Works Engineering | -8.36
SWM Solid Waste Management | -11.87
PWE Public Works Engineering | -19.09
PWE Public Works Engineering | -7.88
PR Parks and Recreation | -177.88
NS Neighborhood Services | -179.29
NS Neighborhood Services | -179.30
PWE Public Works Engineering | -0.52
PWE Public Works Engineering | -37.92
PWE Public Works Engineering | -8.39
PWE Public Works Engineering | -7.93
PWE Public Works Engineering | -13.43
PWE Public Works Engineering | -8.41
NS Neighborhood Services | -177.93
PWE Public Works Engineering | -8.42
PWE Public Works Engineering | -8.41
PWE Public Works Engineering | -18.93
PWE Public Works Engineering | -8.41
PWE Public Works Engineering | -11.94
PWE Public Works Engineering | -57.94
PWE Public Works Engineering | -11.94
NS Neighborhood Services | -177.95
NS Neighborhood Services | -177.95
SWM Solid Waste Management | -7.96
PWE Public Works Engineering | -8.44
PWE Public Works Engineering | -27.97
PWE Public Works Engineering | -8.45
SWM Solid Waste Management | -27.97
PWE Public Works Engineering | -4.98
PR Parks and Recreation | -177.98
SWM Solid Waste Management | -4.99
PR Parks and Recreation | -41.72
SWM Solid Waste Management | -4.25
PWE Public Works Engineering | -8.08
SWM Solid Waste Management | -2.63
PWE Public Works Engineering | -12.11
PWE Public Works Engineering | -2.89
311 HelpLine | -2.00
PWE Public Works Engineering | -3.00
PR Parks and Recreation | -41.90
PWE Public Works Engineering | -8.17
PWE Public Works Engineering | -0.98
PWE Public Works Engineering | -0.67
PWE Public Works Engineering | -1.82
SWM Solid Waste Management | -7.25
PWE Public Works Engineering | -2.90
PWE Public Works Engineering | -19.20
PM Parking Management | -13.20
PWE Public Works Engineering | -28.19
PWE Public Works Engineering | -0.90
SWM Solid Waste Management | -2.73
OIG Office of Inspector General | -4.21
SWM Solid Waste Management | -7.25
PWE Public Works Engineering | -14.72
PWE Public Works Engineering | -0.81
PWE Public Works Engineering | -19.21
PWE Public Works Engineering | -29.98
SWM Solid Waste Management | -5.21
PWE Public Works Engineering | -118.21
PWE Public Works Engineering | -8.21
PWE Public Works Engineering | -12.21
PWE Public Works Engineering | -19.93
PWE Public Works Engineering | -2.87
PWE Public Works Engineering | -8.21
PWE Public Works Engineering | -0.90
SWM Solid Waste Management | -4.25
SWM Solid Waste Management | -12.21
PWE Public Works Engineering | -12.22
PWE Public Works Engineering | -12.22
PWE Public Works Engineering | -12.22
PWE Public Works Engineering | -33.22
SWM Solid Waste Management | -2.75
SWM Solid Waste Management | -8.66
PWE Public Works Engineering | -2.93
PWE Public Works Engineering | -13.83
PWE Public Works Engineering | -39.76
SWM Solid Waste Management | -4.66
SWM Solid Waste Management | -8.22
PWE Public Works Engineering | -8.22
PWE Public Works Engineering | -8.23
SWM Solid Waste Management | -8.23
PWE Public Works Engineering | -0.76
PWE Public Works Engineering | -12.43
SWM Solid Waste Management | -2.76
PWE Public Works Engineering | -1.78
311 HelpLine | -2.16
NS Neighborhood Services | -178.23
PWE Public Works Engineering | -1.88
PR Parks and Recreation | -12.83
SWM Solid Waste Management | -28.23
SWM Solid Waste Management | -2.76
PR Parks and Recreation | -12.23
PWE Public Works Engineering | -1.99
PWE Public Works Engineering | -0.79
PWE Public Works Engineering | -8.24
PWE Public Works Engineering | -38.24
PWE Public Works Engineering | -0.76
PWE Public Works Engineering | -29.97
PWE Public Works Engineering | -2.88
PWE Public Works Engineering | -13.91
SWM Solid Waste Management | -2.76
SWM Solid Waste Management | -2.77
PWE Public Works Engineering | -2.93
PWE Public Works Engineering | -14.86
PWE Public Works Engineering | -13.73
PWE Public Works Engineering | -58.24
SWM Solid Waste Management | -28.24
PWE Public Works Engineering | -2.84
PWE Public Works Engineering | -12.24
311 HelpLine | -1.72
PWE Public Works Engineering | -6.32
SWM Solid Waste Management | -9.75
NS Neighborhood Services | -28.24
SWM Solid Waste Management | -19.24
NS Neighborhood Services | -28.24
PWE Public Works Engineering | -5.81
NS Neighborhood Services | -28.25
PWE Public Works Engineering | -28.25
PWE Public Works Engineering | -13.75
PWE Public Works Engineering | -2.96
SWM Solid Waste Management | -8.25
SWM Solid Waste Management | -2.78
PM Parking Management | -12.70
SWM Solid Waste Management | -28.25
SWM Solid Waste Management | -12.25
NS Neighborhood Services | -28.25
SWM Solid Waste Management | -3.99
SWM Solid Waste Management | -8.25
PWE Public Works Engineering | -18.95
PWE Public Works Engineering | -29.93
SWM Solid Waste Management | -5.25
NS Neighborhood Services | -178.25
SWM Solid Waste Management | -12.26
PWE Public Works Engineering | -8.26
PWE Public Works Engineering | -6.17
NS Neighborhood Services | -178.26
PWE Public Works Engineering | -39.86
SWM Solid Waste Management | -5.26
SWM Solid Waste Management | -8.72
SWM Solid Waste Management | -12.26
PWE Public Works Engineering | -8.26
PWE Public Works Engineering | -19.70
311 HelpLine | -1.72
311 HelpLine | -1.73
PWE Public Works Engineering | -5.26
NS Neighborhood Services | -178.26
SWM Solid Waste Management | -28.67
SWM Solid Waste Management | -2.78
PWE Public Works Engineering | -19.26
SWM Solid Waste Management | -28.67
SWM Solid Waste Management | -28.67
SWM Solid Waste Management | -7.26
PWE Public Works Engineering | -19.26
PWE Public Works Engineering | -39.71
PWE Public Works Engineering | -13.87
PR Parks and Recreation | -2.88
NS Neighborhood Services | -178.26
PM Parking Management | -13.26
PR Parks and Recreation | -12.86
PWE Public Works Engineering | -9.89
PWE Public Works Engineering | -8.26
PWE Public Works Engineering | -19.69
PWE Public Works Engineering | -2.97
NS Neighborhood Services | -28.26
NS Neighborhood Services | -28.26
SWM Solid Waste Management | -4.27
SWM Solid Waste Management | -29.01
PWE Public Works Engineering | -39.98
SWM Solid Waste Management | -5.27
PWE Public Works Engineering | -34.91
NS Neighborhood Services | -180.00
SWM Solid Waste Management | -2.80
NS Neighborhood Services | -180.00
PWE Public Works Engineering | 0.73
SWM Solid Waste Management | -9.78
SWM Solid Waste Management | -9.78
311 HelpLine | -2.39
311 HelpLine | -2.16
PWE Public Works Engineering | -12.27
PWE Public Works Engineering | -13.76
NS Neighborhood Services | -178.27
SWM Solid Waste Management | -8.27
PR Parks and Recreation | -12.27
SWM Solid Waste Management | -2.27
PWE Public Works Engineering | 0.75
NS Neighborhood Services | -178.27
NS Neighborhood Services | -178.27
SWM Solid Waste Management | -7.27
NS Neighborhood Services | -178.27
PWE Public Works Engineering | -0.84
PWE Public Works Engineering | -8.28
NS Neighborhood Services | -178.28
PWE Public Works Engineering | -13.84
NS Neighborhood Services | -28.28
PWE Public Works Engineering | -8.28
PWE Public Works Engineering | -6.35
NS Neighborhood Services | -28.28
PWE Public Works Engineering | -58.28
NS Neighborhood Services | -178.28
PWE Public Works Engineering | -6.56
NS Neighborhood Services | -28.28
SWM Solid Waste Management | -28.28
PWE Public Works Engineering | -5.61
SWM Solid Waste Management | -28.28
NS Neighborhood Services | -178.28
NS Neighborhood Services | -178.28
PWE Public Works Engineering | -1.54
NS Neighborhood Services | -178.28
NS Neighborhood Services | -28.28
NS Neighborhood Services | -178.28
PWE Public Works Engineering | -6.51
PWE Public Works Engineering | -7.00
NS Neighborhood Services | -178.28
PWE Public Works Engineering | -2.90
PWE Public Works Engineering | -8.29
NS Neighborhood Services | -178.29
PWE Public Works Engineering | -14.92
SWM Solid Waste Management | -7.29
NS Neighborhood Services | -178.29
PWE Public Works Engineering | -6.99
PWE Public Works Engineering | -5.88
PWE Public Works Engineering | -0.89
PWE Public Works Engineering | -13.84
PWE Public Works Engineering | -13.02
PWE Public Works Engineering | -28.74
SWM Solid Waste Management | -7.29
PWE Public Works Engineering | -0.94
PWE Public Works Engineering | -5.29
PWE Public Works Engineering | -29.94
PWE Public Works Engineering | -1.98
NS Neighborhood Services | -178.29
PWE Public Works Engineering | -8.29
NS Neighborhood Services | -178.29
SWM Solid Waste Management | -3.91
PWE Public Works Engineering | -1.82
PWE Public Works Engineering | -1.51
PWE Public Works Engineering | -1.80
PWE Public Works Engineering | -39.08
PWE Public Works Engineering | -20.98
PWE Public Works Engineering | -38.30
PWE Public Works Engineering | -5.87
PWE Public Works Engineering | -2.73
PWE Public Works Engineering | -39.86
PWE Public Works Engineering | -8.30
PWE Public Works Engineering | -0.82
PWE Public Works Engineering | -2.94
PWE Public Works Engineering | -39.89
311 HelpLine | -2.20
PWE Public Works Engineering | -39.85
PR Parks and Recreation | -178.30
PWE Public Works Engineering | -6.40
PWE Public Works Engineering | -13.38
PM Parking Management | -13.30
SWM Solid Waste Management | -8.30
PWE Public Works Engineering | -6.98
SWM Solid Waste Management | -8.30
PWE Public Works Engineering | -14.95
SWM Solid Waste Management | -9.83
NS Neighborhood Services | -178.30
SWM Solid Waste Management | -4.30
SWM Solid Waste Management | -5.30
SWM Solid Waste Management | -12.30
PWE Public Works Engineering | -18.30
PWE Public Works Engineering | -39.01
PWE Public Works Engineering | -6.76
SWM Solid Waste Management | -2.83
PWE Public Works Engineering | -5.90
PWE Public Works Engineering | -28.31
PWE Public Works Engineering | -34.09
PWE Public Works Engineering | -58.31
SWM Solid Waste Management | -4.31
PWE Public Works Engineering | -9.84
PWE Public Works Engineering | -19.31
NS Neighborhood Services | -178.31
PWE Public Works Engineering | -2.98
SWM Solid Waste Management | -2.84
NS Neighborhood Services | -178.91
NS Neighborhood Services | -178.31
PWE Public Works Engineering | -39.90
PWE Public Works Engineering | -8.31
PWE Public Works Engineering | -12.31
PWE Public Works Engineering | -20.96
PWE Public Works Engineering | -19.31
PWE Public Works Engineering | -13.01
PWE Public Works Engineering | -58.31
PWE Public Works Engineering | -58.31
PWE Public Works Engineering | -5.31
PWE Public Works Engineering | -14.95
PWE Public Works Engineering | -12.31
PWE Public Works Engineering | -88.77
PWE Public Works Engineering | -8.32
PWE Public Works Engineering | -28.75
PWE Public Works Engineering | -14.96
SWM Solid Waste Management | -2.84
PWE Public Works Engineering | -0.80
NS Neighborhood Services | -28.32
SWM Solid Waste Management | -4.32
PWE Public Works Engineering | -2.92
PWE Public Works Engineering | -23.32
PWE Public Works Engineering | -0.58
PWE Public Works Engineering | -12.32
NS Neighborhood Services | -178.32
PWE Public Works Engineering | -8.32
NS Neighborhood Services | -178.32
SWM Solid Waste Management | -8.32
PWE Public Works Engineering | -0.62
PWE Public Works Engineering | -14.97
PWE Public Works Engineering | -6.89
PWE Public Works Engineering | -6.64
SWM Solid Waste Management | -8.33
NS Neighborhood Services | -28.33
NS Neighborhood Services | -178.33
SWM Solid Waste Management | -8.33
SWM Solid Waste Management | -2.33
PWE Public Works Engineering | -13.95
PWE Public Works Engineering | -6.85
NS Neighborhood Services | -28.33
SWM Solid Waste Management | -28.33
PWE Public Works Engineering | -58.33
PWE Public Works Engineering | -58.33
PWE Public Works Engineering | -58.33
PWE Public Works Engineering | -12.33
PWE Public Works Engineering | -18.33
PWE Public Works Engineering | -178.33
SWM Solid Waste Management | -12.33
PWE Public Works Engineering | -2.98
311 HelpLine | -19.34
PWE Public Works Engineering | -28.33
SWM Solid Waste Management | -12.33
PWE Public Works Engineering | -13.63
PWE Public Works Engineering | -28.33
SWM Solid Waste Management | -7.33
HLT Health | -59.83
PWE Public Works Engineering | -12.80
PWE Public Works Engineering | -14.94
PWE Public Works Engineering | -18.62
SWM Solid Waste Management | -8.34
SWM Solid Waste Management | -8.33
PWE Public Works Engineering | -14.98
PWE Public Works Engineering | -38.34
PWE Public Works Engineering | -13.42
PWE Public Works Engineering | -12.34
PWE Public Works Engineering | -13.96
PM Parking Management | -13.34
SWM Solid Waste Management | -2.87
PWE Public Works Engineering | -39.93
PWE Public Works Engineering | -5.34
PWE Public Works Engineering | -28.34
PWE Public Works Engineering | -14.92
PWE Public Works Engineering | -5.34
PWE Public Works Engineering | -14.97
PM Parking Management | -13.34
PWE Public Works Engineering | -19.34
PWE Public Works Engineering | -14.98
PWE Public Works Engineering | -38.62
PWE Public Works Engineering | -13.92
SWM Solid Waste Management | -5.34
PWE Public Works Engineering | -5.94
SWM Solid Waste Management | -5.34
PWE Public Works Engineering | -14.99
PWE Public Works Engineering | -13.96
SWM Solid Waste Management | -8.83
PWE Public Works Engineering | -28.35
SWM Solid Waste Management | -12.35
PWE Public Works Engineering | -28.35
PWE Public Works Engineering | -39.05
NS Neighborhood Services | -178.35
PWE Public Works Engineering | -12.35
NS Neighborhood Services | -178.35
PWE Public Works Engineering | -13.94
PWE Public Works Engineering | -2.93
SWM Solid Waste Management | -2.88
PWE Public Works Engineering | -5.35
SWM Solid Waste Management | -6.86
PWE Public Works Engineering | -8.35
PWE Public Works Engineering | -28.35
PWE Public Works Engineering | -6.83
PWE Public Works Engineering | -10.91
SWM Solid Waste Management | -7.35
PWE Public Works Engineering | -28.79
SWM Solid Waste Management | -4.76
SWM Solid Waste Management | -9.86
PWE Public Works Engineering | -28.36
NS Neighborhood Services | -178.36
PWE Public Works Engineering | -19.92
PWE Public Works Engineering | -29.77
PWE Public Works Engineering | -14.99
PWE Public Works Engineering | -0.57
SWM Solid Waste Management | -2.36
PWE Public Works Engineering | -5.36
SWM Solid Waste Management | -12.36
PWE Public Works Engineering | -12.36
PWE Public Works Engineering | -0.54
SWM Solid Waste Management | -28.36
PWE Public Works Engineering | -6.11
SWM Solid Waste Management | -28.36
NS Neighborhood Services | -178.36
PM Parking Management | -13.36
PWE Public Works Engineering | -13.98
PR Parks and Recreation | -1.36
PWE Public Works Engineering | -6.88
PWE Public Works Engineering | -18.36
SWM Solid Waste Management | -12.36
PWE Public Works Engineering | 0.63
SWM Solid Waste Management | -4.37
PWE Public Works Engineering | -8.37
PWE Public Works Engineering | -12.82
PWE Public Works Engineering | -38.91
PR Parks and Recreation | -178.37
PWE Public Works Engineering | -20.80
PWE Public Works Engineering | -38.37
PR Parks and Recreation | -178.37
PWE Public Works Engineering | -19.87
SWM Solid Waste Management | -12.37
NS Neighborhood Services | -28.37
PWE Public Works Engineering | -15.00
PWE Public Works Engineering | -6.88
SWM Solid Waste Management | -7.38
PM Parking Management | -13.38
SWM Solid Waste Management | -5.38
PR Parks and Recreation | -12.38
PWE Public Works Engineering | -6.80
PWE Public Works Engineering | -14.93
SWM Solid Waste Management | -8.82
PWE Public Works Engineering | -0.52
SWM Solid Waste Management | -2.91
PWE Public Works Engineering | -38.38
PWE Public Works Engineering | -6.78
PWE Public Works Engineering | -8.38
PR Parks and Recreation | -178.38
