DEPARTMENT | OVERDUE
SWM Solid Waste Management | -4.73
SWM Solid Waste Management | -18.32
NS Neighborhood Services | -165.63
SWM Solid Waste Management | -5.97
SWM Solid Waste Management | -0.70
PWE Public Works Engineering | -0.22
PWE Public Works Engineering | -6.17
SWM Solid Waste Management | -1.85
PWE Public Works Engineering | -19.28
PWE Public Works Engineering | 0.83
PWE Public Works Engineering | -7.37
PWE Public Works Engineering | -175.22
PWE Public Works Engineering | -10.38
PWE Public Works Engineering | -0.09
NS Neighborhood Services | -165.64
PWE Public Works Engineering | -6.17
PWE Public Works Engineering | -10.38
SWM Solid Waste Management | -0.95
SWM Solid Waste Management | 0.95
PWE Public Works Engineering | -22.38
PWE Public Works Engineering | -180.00
NS Neighborhood Services | -165.64
SWM Solid Waste Management | -5.95
PM Parking Management | -10.22
PWE Public Works Engineering | -13.26
PWE Public Works Engineering | -29.39
Finance | -75.64
PWE Public Works Engineering | -3.00
SWM Solid Waste Management | 4.35
311 HelpLine | -2.53
PWE Public Works Engineering | -14.39
PWE Public Works Engineering | -7.06
PWE Public Works Engineering | -11.09
PWE Public Works Engineering | 1.35
PWE Public Works Engineering | -39.09
PWE Public Works Engineering | -15.27
SWM Solid Waste Management | -3.37
PWE Public Works Engineering | -0.33
PWE Public Works Engineering | -35.37
SWM Solid Waste Management | -9.06
PWE Public Works Engineering | -6.41
SWM Solid Waste Management | -2.05
PWE Public Works Engineering | -8.17
SWM Solid Waste Management | -1.70
PWE Public Works Engineering | -13.16
PWE Public Works Engineering | -19.90
PWE Public Works Engineering | -11.18
SWM Solid Waste Management | 1.00
PWE Public Works Engineering | -2.88
SWM Solid Waste Management | -4.73
SWM Solid Waste Management | -1.94
PWE Public Works Engineering | -13.35
PWE Public Works Engineering | -2.12
PWE Public Works Engineering | -29.42
PWE Public Works Engineering | -27.36
NS Neighborhood Services | -165.67
PWE Public Works Engineering | -9.49
PWE Public Works Engineering | -34.19
PWE Public Works Engineering | -38.22
PWE Public Works Engineering | -39.43
PWE Public Works Engineering | -1.34
SWM Solid Waste Management | 0.32
Finance | -75.68
PWE Public Works Engineering | -1.43
SWM Solid Waste Management | -18.27
PWE Public Works Engineering | -39.30
NS Neighborhood Services | -165.69
SWM Solid Waste Management | 1.90
Finance | -75.69
SWM Solid Waste Management | -0.70
PWE Public Works Engineering | -13.22
NS Neighborhood Services | -180.00
SWM Solid Waste Management | -6.15
SWM Solid Waste Management | -4.98
SWM Solid Waste Management | -5.96
PWE Public Works Engineering | -4.49
SWM Solid Waste Management | -13.12
311 HelpLine | -2.58
SWM Solid Waste Management | -4.80
PWE Public Works Engineering | -15.31
PWE Public Works Engineering | -14.46
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -1.24
PWE Public Works Engineering | -34.24
SWM Solid Waste Management | -5.96
SWM Solid Waste Management | 0.30
PWE Public Works Engineering | -1.24
PWE Public Works Engineering | 0.75
SWM Solid Waste Management | 0.83
NS Neighborhood Services | -165.71
SWM Solid Waste Management | -0.10
PWE Public Works Engineering | -2.77
SWM Solid Waste Management | -4.72
PWE Public Works Engineering | -2.78
SWM Solid Waste Management | -6.04
PWE Public Works Engineering | -174.36
PWE Public Works Engineering | -6.46
PWE Public Works Engineering | -1.25
SWM Solid Waste Management | -5.97
PWE Public Works Engineering | 3.05
PWE Public Works Engineering | -1.41
PWE Public Works Engineering | -1.47
PWE Public Works Engineering | -15.00
PWE Public Works Engineering | -1.26
SWM Solid Waste Management | -5.13
PWE Public Works Engineering | -6.18
SWM Solid Waste Management | -0.69
NS Neighborhood Services | -169.15
PWE Public Works Engineering | -9.55
SWM Solid Waste Management | 3.75
SWM Solid Waste Management | -13.15
SWM Solid Waste Management | -3.20
PWE Public Works Engineering | -3.00
SWM Solid Waste Management | -1.72
Finance | -75.75
PWE Public Works Engineering | -0.44
PWE Public Works Engineering | -13.46
PWE Public Works Engineering | -14.47
PWE Public Works Engineering | -52.19
SWM Solid Waste Management | -6.44
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -26.88
Finance | -75.76
NS Neighborhood Services | -165.76
PWE Public Works Engineering | -6.51
PWE Public Works Engineering | -17.37
PWE Public Works Engineering | -2.99
SWM Solid Waste Management | -7.34
311 HelpLine | -3.54
SWM Solid Waste Management | 0.76
PWE Public Works Engineering | 0.21
SWM Solid Waste Management | -3.51
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -6.54
PWE Public Works Engineering | -14.46
PWE Public Works Engineering | -6.55
Finance | -75.81
PWE Public Works Engineering | -29.54
Finance | -75.82
PWE Public Works Engineering | -0.50
SWM Solid Waste Management | -2.51
SWM Solid Waste Management | -2.53
NS Neighborhood Services | -165.87
NS Neighborhood Services | -165.87
NS Neighborhood Services | -165.87
PWE Public Works Engineering | -0.74
NS Neighborhood Services | -165.87
SWM Solid Waste Management | -10.30
311 HelpLine | -2.20
SWM Solid Waste Management | -2.54
PWE Public Works Engineering | -39.44
SWM Solid Waste Management | -3.33
311 HelpLine | -2.76
PWE Public Works Engineering | -0.43
311 HelpLine | -15.89
311 HelpLine | -16.11
PWE Public Works Engineering | -25.90
PM Parking Management | -10.60
PWE Public Works Engineering | 0.55
PWE Public Works Engineering | -10.27
SWM Solid Waste Management | -2.56
PWE Public Works Engineering | 0.09
PWE Public Works Engineering | -2.96
PWE Public Works Engineering | -2.95
PWE Public Works Engineering | -2.93
SWM Solid Waste Management | -7.49
PWE Public Works Engineering | -20.47
SWM Solid Waste Management | 7.05
SWM Solid Waste Management | -2.49
SWM Solid Waste Management | -6.64
PWE Public Works Engineering | 0.60
PWE Public Works Engineering | -23.71
PWE Public Works Engineering | -39.50
PWE Public Works Engineering | -6.79
PWE Public Works Engineering | 1.59
PWE Public Works Engineering | 0.58
PWE Public Works Engineering | -6.58
SWM Solid Waste Management | -9.68
PWE Public Works Engineering | -6.71
PWE Public Works Engineering | 0.58
SWM Solid Waste Management | -0.66
PWE Public Works Engineering | -13.62
NS Neighborhood Services | -166.03
311 HelpLine | -2.90
NS Neighborhood Services | -166.03
311 HelpLine | -2.89
PWE Public Works Engineering | -0.69
PM Parking Management | -9.42
SWM Solid Waste Management | -0.63
PWE Public Works Engineering | -6.57
PR Parks and Recreation | -180.00
PWE Public Works Engineering | -16.07
SWM Solid Waste Management | -13.64
PWE Public Works Engineering | -13.69
SWM Solid Waste Management | -3.52
PWE Public Works Engineering | -25.82
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -16.75
PWE Public Works Engineering | -14.00
PWE Public Works Engineering | -2.14
SWM Solid Waste Management | -18.70
PWE Public Works Engineering | -2.70
PM Parking Management | -0.12
PWE Public Works Engineering | -2.82
SWM Solid Waste Management | -2.69
SWM Solid Waste Management | -2.81
PWE Public Works Engineering | -11.83
NS Neighborhood Services | -172.78
PWE Public Works Engineering | -27.28
PWE Public Works Engineering | -39.89
PWE Public Works Engineering | -0.81
PWE Public Works Engineering | -39.88
PWE Public Works Engineering | -34.84
SWM Solid Waste Management | -1.72
PWE Public Works Engineering | -28.49
PWE Public Works Engineering | -14.93
PWE Public Works Engineering | -11.71
PWE Public Works Engineering | -29.87
PWE Public Works Engineering | -39.80
PWE Public Works Engineering | -34.00
PWE Public Works Engineering | -2.96
SWM Solid Waste Management | -1.70
SWM Solid Waste Management | -3.91
PWE Public Works Engineering | -4.43
PWE Public Works Engineering | -29.91
PWE Public Works Engineering | -2.73
PWE Public Works Engineering | -16.20
PWE Public Works Engineering | -13.87
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -29.88
PWE Public Works Engineering | -2.73
PR Parks and Recreation | -166.20
PWE Public Works Engineering | -13.91
PWE Public Works Engineering | -21.00
PWE Public Works Engineering | -29.92
SWM Solid Waste Management | -2.87
PWE Public Works Engineering | -20.83
SWM Solid Waste Management | -2.87
PWE Public Works Engineering | -1.75
PWE Public Works Engineering | -16.72
SWM Solid Waste Management | -2.01
NS Neighborhood Services | -166.21
PWE Public Works Engineering | -12.43
SWM Solid Waste Management | -2.88
PWE Public Works Engineering | -6.96
PWE Public Works Engineering | 0.37
SWM Solid Waste Management | 0.06
PWE Public Works Engineering | -26.86
Finance | -76.22
PWE Public Works Engineering | -27.34
Finance | -76.22
SWM Solid Waste Management | -2.61
PWE Public Works Engineering | -38.77
SWM Solid Waste Management | 2.75
PWE Public Works Engineering | -29.91
SWM Solid Waste Management | -3.67
311 HelpLine | -2.33
SWM Solid Waste Management | -2.89
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -54.65
PWE Public Works Engineering | -0.87
SWM Solid Waste Management | -12.68
PWE Public Works Engineering | -4.86
PWE Public Works Engineering | -2.97
PWE Public Works Engineering | -20.95
PWE Public Works Engineering | -5.83
PM Parking Management | -10.81
NS Neighborhood Services | -166.23
NS Neighborhood Services | -166.23
SWM Solid Waste Management | -2.91
PWE Public Works Engineering | -30.47
SWM Solid Waste Management | -2.89
Finance | -76.23
SWM Solid Waste Management | -0.23
PWE Public Works Engineering | -25.97
PWE Public Works Engineering | -0.23
SWM Solid Waste Management | 3.36
PWE Public Works Engineering | -25.99
PR Parks and Recreation | -166.23
PWE Public Works Engineering | -13.91
PWE Public Works Engineering | -16.72
PWE Public Works Engineering | -20.95
PM Parking Management | -10.82
PWE Public Works Engineering | -10.05
PWE Public Works Engineering | -30.48
PWE Public Works Engineering | -11.93
PWE Public Works Engineering | -33.72
PWE Public Works Engineering | -0.24
SWM Solid Waste Management | -0.24
PWE Public Works Engineering | -14.97
SWM Solid Waste Management | -6.72
PWE Public Works Engineering | -1.47
SWM Solid Waste Management | 2.75
SWM Solid Waste Management | -2.05
PWE Public Works Engineering | -7.89
PWE Public Works Engineering | -39.96
PWE Public Works Engineering | -14.87
SWM Solid Waste Management | -5.64
SWM Solid Waste Management | -7.24
PWE Public Works Engineering | -19.78
PWE Public Works Engineering | -29.96
PM Parking Management | -9.62
SWM Solid Waste Management | 3.29
PWE Public Works Engineering | -29.89
PWE Public Works Engineering | -25.03
NS Neighborhood Services | -24.85
PWE Public Works Engineering | -11.82
SWM Solid Waste Management | -2.92
PWE Public Works Engineering | -10.00
Finance | -76.25
PWE Public Works Engineering | -34.95
PR Parks and Recreation | -15.96
PR Parks and Recreation | -7.97
SWM Solid Waste Management | 0.06
PWE Public Works Engineering | -14.95
Finance | -76.25
SWM Solid Waste Management | -3.70
SWM Solid Waste Management | -6.69
SWM Solid Waste Management | 0.05
PWE Public Works Engineering | -5.93
PWE Public Works Engineering | -20.97
PM Parking Management | -0.25
PR Parks and Recreation | -166.25
PWE Public Works Engineering | -5.93
PR Parks and Recreation | -166.25
PWE Public Works Engineering | -5.94
SWM Solid Waste Management | -6.96
PR Parks and Recreation | -174.94
PR Parks and Recreation | -166.25
SWM Solid Waste Management | -2.73
SWM Solid Waste Management | -6.72
SWM Solid Waste Management | -5.76
PWE Public Works Engineering | -0.25
SWM Solid Waste Management | -1.10
PWE Public Works Engineering | -46.26
NS Neighborhood Services | -166.59
SWM Solid Waste Management | 0.00
PWE Public Works Engineering | -0.50
SWM Solid Waste Management | -5.63
SWM Solid Waste Management | 6.74
PWE Public Works Engineering | -6.17
PWE Public Works Engineering | -9.72
SWM Solid Waste Management | -5.67
NS Neighborhood Services | -22.72
PWE Public Works Engineering | -34.80
PWE Public Works Engineering | -1.91
SWM Solid Waste Management | 6.74
PWE Public Works Engineering | -0.78
SWM Solid Waste Management | -0.26
SWM Solid Waste Management | -7.00
Finance | -76.26
PWE Public Works Engineering | -9.02
NS Neighborhood Services | -166.26
SWM Solid Waste Management | -1.09
PWE Public Works Engineering | -0.09
SWM Solid Waste Management | -14.00
PWE Public Works Engineering | -3.00
SWM Solid Waste Management | -13.71
NS Neighborhood Services | -23.72
PWE Public Works Engineering | -2.97
SWM Solid Waste Management | -3.72
PWE Public Works Engineering | -6.76
PWE Public Works Engineering | -5.90
NS Neighborhood Services | -166.27
SWM Solid Waste Management | -6.71
NS Neighborhood Services | -166.27
PWE Public Works Engineering | -5.92
PWE Public Works Engineering | -6.81
PWE Public Works Engineering | -12.75
PWE Public Works Engineering | 0.32
SWM Solid Waste Management | -3.03
NS Neighborhood Services | -173.72
PWE Public Works Engineering | -0.82
PWE Public Works Engineering | -9.99
SWM Solid Waste Management | -6.87
SWM Solid Waste Management | -2.69
PWE Public Works Engineering | -13.76
SWM Solid Waste Management | -16.28
PWE Public Works Engineering | -1.96
PWE Public Works Engineering | -6.46
SWM Solid Waste Management | -10.86
PWE Public Works Engineering | -0.81
PWE Public Works Engineering | -6.19
PR Parks and Recreation | -166.28
SWM Solid Waste Management | -2.67
PWE Public Works Engineering | -2.95
NS Neighborhood Services | -166.28
NS Neighborhood Services | -174.88
NS Neighborhood Services | -166.28
PWE Public Works Engineering | -16.75
SWM Solid Waste Management | -5.68
PWE Public Works Engineering | -39.62
SWM Solid Waste Management | 1.01
SWM Solid Waste Management | -5.68
NS Neighborhood Services | -166.28
SWM Solid Waste Management | -6.93
SWM Solid Waste Management | -13.85
NS Neighborhood Services | -166.28
PWE Public Works Engineering | -11.04
PM Parking Management | -10.87
NS Neighborhood Services | -166.28
PM Parking Management | -9.04
PWE Public Works Engineering | -14.95
PWE Public Works Engineering | -10.53
SWM Solid Waste Management | -2.91
PWE Public Works Engineering | -2.94
SWM Solid Waste Management | -5.63
PR Parks and Recreation | -3.97
PWE Public Works Engineering | -29.71
SWM Solid Waste Management | -1.69
PWE Public Works Engineering | -29.95
PWE Public Works Engineering | -0.93
NS Neighborhood Services | -16.29
SWM Solid Waste Management | -9.98
SWM Solid Waste Management | -6.73
SWM Solid Waste Management | 0.24
PM Parking Management | -0.29
NS Neighborhood Services | -19.78
NS Neighborhood Services | -166.29
PWE Public Works Engineering | -37.81
NS Neighborhood Services | -166.29
SWM Solid Waste Management | -1.69
PWE Public Works Engineering | 0.30
SWM Solid Waste Management | -6.72
SWM Solid Waste Management | -7.79
PR Parks and Recreation | -7.97
Finance | -76.29
PWE Public Works Engineering | 0.30
